Mã_Tin,Thời_Gian_Đăng,Thành_Phố,Quận_Huyện,Giá_Cho_Thuê,Diện_Tích_m2,Tiêu_Đề,Mô_Tả,Nổi_Bật
697001,"Thứ 5, 09:45 20/11/2025",Hà Nội,Thanh Xuân,5.5,30.0,"73 HOÀNG NGÂN - GIƯỜNG TẦNG FULL NỘI THẤT - NGAY GẦN GA LÁNG, ROYAL","Nhà trọ cho thuê tại Đường Hoàng Ngân, Phường Nhân Chính, Thanh Xuân, Hà Nội, với diện tích 30m2. + Giá thuê: 5,5 triệu VND. + Nhà có 1 phòng ngủ (1PN) và 1 toilet (1WC). + Nội thất đầy đủ, bao gồm điều hòa, giường, tủ lạnh... Cách siêu thị gia đình, Winmart Trung Hòa khoảng 1km. Cách công viên Indira Gandhi khoảng 2km. Cách bệnh viện Đa Khoa Bảo Sơn 2 khoảng 1,5km. Cách California Centuryon Royal City khoảng 1,5km.","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
598807,"Thứ 4, 22:25 19/11/2025",Hà Nội,Cầu Giấy,4.5,25.0,"Cho thuê phòng trọ tại Hoàng Quốc Việt, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội. ️ Diện tích: 25m2,","CHÍNH CHỦ CHO THUÊ. ️ Địa chỉ: ngõ 126, Hoàng Quốc Việt ️ Diện tích: 25m2 ️ Đồ cơ bản: Điều hòa, nóng lạnh, kệ bếp, giường, tủ ️ Máy giặt chung, sân phơi chung tầng 7 ️ Không chung chủ, khóa cổng vân tay, thang máy, camera giám sát, wifi free ️ Xe để tầng 1 free. Liên hệ: 097.250.1765 - Huyền Zalo","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
696969,"Thứ 4, 15:55 19/11/2025",Hà Nội,Bắc Từ Liêm,4.7,30.0,Chính chủ cho thuê phòng cách ĐH Tài Nguyên - Môi Trường 150m,PHÒNG CÁCH TÀI NGUYÊN MÔI TRƯỜNG 150m- MỚI TINH- Ở ĐƯỢC LUÔN Có ban công- 30m2 tại 172/8 Phú Diễn Giá thuê: 4.700.000/ tháng ️Liên hệ chính chủ: 0387 193 045 (call/ ib zalo),"Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
696663,"Thứ 4, 10:34 19/11/2025",Hà Nội,Bắc Từ Liêm,3.4,25.0,"SAU GOLDMARK CITY, HỒ TÙNG MẬU 3.4TR","GẦN GOLDMARK CITY, HỒ TÙNG MẬU Địa chỉ: ngõ 196 Hồ Tùng Mậu (khu biệt thự Goldmark City) Full nội thất, vào ở luôn, giá chỉ 3.4 triệu/tháng – Diện tích 25m² Thang bộ – Vệ sinh chung 1 phòng – Không chung chủ Nội thất: Giường, đệm, tủ quần áo, tủ lạnh, bàn ghế, máy giặt, điều hòa, khóa vân tay (ảnh thật 100%) Giờ giấc tự do Dịch vụ: Điện: 4.000đ/kWh Nước: 120k/người Dịch vụ: 150k/người/tháng Liên hệ: 0969 153 598 0985 991 384","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
696088,"Thứ 4, 09:49 19/11/2025",Hà Nội,Hai Bà Trưng,4.5,20.0,"Cho thuê phòng mới khai trương 4tr đầy đủ nội thất, nhà vs + bếp riêng ở được ngay","Mạc Thị Bưởi - Vĩnh Tuy - Hà Nội: Full đồ nội thất - Máy giặt riêng - Bếp riêng - Vệ sinh riêng - Có hệ thống PCCC - Chỗ đỗ ô tô cách 100m - Cách âm tốt Ngõ 3 gác, dân trí cao, yên bình Giá: 4,5 Triệu Vị trí: gần chung cư Hoà Bình, Times City, Đại học Bách Khoa, Kinh tế Quốc dân, Xây Dựng, Mở Liên hệ số điện thoại (zalo): 0865086205","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
696922,"Thứ 4, 08:37 19/11/2025",Hà Nội,Đống Đa,5.5,30.0,"CHO THUÊ PHÒNG NGAY 44 TRẦN HỮU TƯỚC, QUẬN ĐỐNG ĐA, HN","Sale Sale Mình còn trống 1p SĐT DẪN : 0974090720 ️44 Trần Hữu Tước, Nam Đồng, Đống Đa. Giá: 5,5tr/tháng. TT1 cọc 1. Diện tích: 30m2. Cửa sổ rộng, PCCC đầy đủ Khoá vân tay, giờ giấc tự do, ko chung chủ. Chỗ để xe máy, cho sạc xe điện. Full đồ: ĐH, NL, giường tủ, tủ bếp hút mùi trên dưới...thang máy... Dịch vụ chung: 200k/1 người. Nước: 33k/ 1m3. Điện: 4k/ 1số. Gần Ô Chợ Dừa LH: 0974090720 (có zalo).","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
696865,"Thứ 3, 11:24 18/11/2025",Hà Nội,Đống Đa,2.3,15.0,"GÓC NHƯỢNG TRỌ GẤP – KHU 136/1194 LÁNG, ĐỐNG ĐA - CHỈ 2,3TR","GÓC NHƯỢNG TRỌ GẤP – KHU 136/1194 LÁNG, ĐỐNG ĐA Do mình cần về quê dài hạn nên cần pass gấp phòng trọ gần các trường: GTVT, Học viện Thanh Thiếu Niên, Ngoại Giao, Ngoại Thương… Giá phòng: 2.300.000đ/tháng Diện tích: 15m² Phòng ở tầng 4 – đi cầu thang bộ Chỉ cho nữ thuê – chung chủ – khu toàn nữ nên rất sạch sẽ và an toàn Giờ giấc: Từ 4h – 23h Hợp đồng còn: 3 tháng – có thể vào ở luôn ạ Không gian chung: Vệ sinh chung, bếp chung gọn gàng sạch sẽ vì trọ chỉ có nữ. Rác để ngoài khu vực chung, cô chủ sẽ dọn. Xe để dưới tầng 1. Chi phí dịch vụ: Nước: 120.000đ/người. Điện: 4.000đ/số. Wifi: 120.000đ/phòng. Gửi xe: 60.000đ/người. Rác: 60.000đ/phòng. ️ Lưu ý: Không nhận xe điện và chỉ nhận nữ. Liên hệ trực tiếp qua Zalo: 0918416214 (Nguyễn Bảo Ngọc)","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
696204,"Thứ 3, 08:45 18/11/2025",Hà Nội,Hà Đông,3.5,12.0,"CHO THUÊ PHÒNG TRỌ KHÉP KÍN, FULL ĐỒ GẦN ĐH PHENIKA","CHO THUÊ PHÒNG TRỌ KHÉP KÍN GẦN ĐH PHENIKA Vị trí: Yên Nghĩa – ngay cổng KĐT Đô Nghĩa, cách Đại học Phenikaa chỉ hơn 1km, Đô Nghĩa 100m. Mô tả phòng: Phòng mới 100%, thiết kế kiểu Studio hiện đại – rộng rãi, thoáng mát, riêng tư. Có gác xép ngủ riêng biệt, ban công và sân phơi riêng, view cực thoáng, hệ thống tủ bếp khép kín có hút mùi sạch sẽ. Trang bị Nội thất full cao cấp: điều hòa, tủ lạnh lớn, máy giặt cửa trước, nóng lạnh, tủ quần áo, tủ bếp, tủ bát, bàn trà, chậu rửa... Không gian đẹp như khách sạn, chỉ cần xách vali đến ở. An toàn – Tiện nghi – Riêng biệt: PCCC tiêu chuẩn: báo cháy, chữa cháy tự động toàn bộ tòa nhà và các phòng. An ninh siêu tốt: khóa vân tay, camera giám sát ra vào 24/7, thang thoát hiểm riêng. Tòa nhà riêng biệt, ngõ rộng ô tô đỗ cửa, chỉ 15m ra trục chính – giao thông cực thuận tiện, bán kính 300m không thiếu gì. Lưu ý: Không chung chủ, chỉ cho nữ thuê, hợp đồng 1 năm một. Liên hệ chính chủ: 0968.205.275 (Ms.Hà)","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
696521,"Thứ 2, 17:20 17/11/2025",Hà Nội,Nam Từ Liêm,3.0,30.0,Cho thuê phòng trọ giá rẻ gần trường Cao Đẳng Xây Dựng,"CHO THUÊ NHÀ TRỌ GIÁ RẺ DIỆN TÍCH 30M2 CÓ GÁC XÉP, NHÀ VỆ SINH VÀ BẾP RIÊNG. GẦN TRƯỜNG CAO ĐẲNG XÂY DỰNG SỐ 1 , CÁCH ĐƯỜNG TỐ HỮU 200M, GIAO THÔNG THUẬN TIỆN CÁCH BIG C 1,5KM CÁCH AEON 2KM PHÒNG CÓ ĐẦY ĐỦ TIỆN NGHI, GIÁ ĐIỆN NƯỚC THEO GIÁ HỘ GIA ĐÌNH. LIÊN HỆ BÁC HIẾN:0976.420.671",
696820,"Thứ 2, 16:37 17/11/2025",Hà Nội,Nam Từ Liêm,2.5,20.0,"Phòng trọ tại ngách 322/118 Nhân Mỹ, Mỹ Đình - Giá rẻ hợp lý","Cho thuê phòng trọ tại ngách 322/118 Nhân Mỹ, Mỹ Đình, Nam Từ Liêm, Hà Nội Phòng khép kín có gác xếp và rộng 20m2, cửa sổ thoáng mát Tiền điện 4k/số, nước 100k/người Có Full điều hòa + nóng lạnh Giờ giấc tự do!!!","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
696805,"Thứ 2, 13:49 17/11/2025",Hà Nội,Ba Đình,11.0,45.0,"Địa chỉ : Số 2A Ngõ 267 Hoàng Hoa Thám, Ba Đình, Hà Nội","Địa chỉ : Số 2A Ngõ 267 Hoàng Hoa Thám, Ba Đình, Hà Nội ️Trục 01 - Studio - 45m2 - 11tr ️Trục 02 - 1N1K - 65m2 - 13-14tr ️Trục 03 - 1N1K - 65m2 13-14tr ️P302 - 2N1K2WC - 85m2 - 17tr Nội thất: Điều hoà âm trần, nóng lạnh, hút mùi, bếp từ đôi, tủ bếp trên dưới, tủ lạnh, giường, tủ quần áo, tủ giày, đệm, chăn ga gối, bàn làm việc, bàn ăn, TV, sofa, bàn trà, ấm siêu tốc, chảo, quạt điện, MÁY GIẶT RIÊNG, MÁY SẤY RIÊNG TỪNG PHÒNG Thang máy Phí dịch vụ - Điện 4k/số - Nước 35k/khối - Dịch vụ chung gồm Internet, điện chung, vệ sinh khu vực chung, rác, thang máy ...: 500k/phòng (Người thứ 3 trở đi +100k/người) Lưu ý: - Gần Sun Grand, Lotte Liễu Giai, Hồ Tây - Ô tô đỗ cửa - Nuôi PET cọc 1,5 tháng - Có nhận khách nước ngoài","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
696792,"Thứ 2, 11:22 17/11/2025",Hà Nội,Nam Từ Liêm,3.1,20.0,"CHO THUÊ PHÒNG TRỌ MỄ TRÌ – NGÕ 2 ĐẠI LỘ THĂNG LONG - CHỈ TỪ 3,1TR","CHO THUÊ PHÒNG TRỌ MỄ TRÌ – NGÕ 2 ĐẠI LỘ THĂNG LONG Giá chỉ: 3,1 triệu/tháng | Vệ sinh khép kín | Full nội thất Địa chỉ: Ngõ 2 Đại Lộ Thăng Long, Mễ Trì Vị trí phòng: Tầng 5 Diện tích: 20m² Giá thuê: 3.100.000đ/tháng Tiện nghi – Nội thất đầy đủ: Phòng được trang bị sẵn điều hòa, nóng lạnh, giường, chăn ga gối đệm, tủ quần áo, bàn ghế, tủ bếp trên dưới, tủ lạnh và vệ sinh khép kín. Chỉ cần xách vali vào ở, không phải mua sắm thêm. Chi phí dịch vụ: Điện 4.000đ/số, nước 120.000đ/người, mạng 100.000đ/phòng, dịch vụ chung 120.000đ/người (bao gồm điện khu vực chung, máy giặt và máy sấy). Liên hệ trực tiếp: 0962.533.799 (Zalo)","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
696789,"Thứ 2, 11:09 17/11/2025",Hà Nội,Nam Từ Liêm,5.0,30.0,CHO THUÊ PHÒNG STUDIO CÓ BAN CÔNG SIÊU THOÁNG – FULL NỘI THẤT – MỄ TRÌ HẠ,"CHO THUÊ PHÒNG STUDIO CÓ BAN CÔNG SIÊU THOÁNG – FULL NỘI THẤT – MỄ TRÌ HẠ Giá chỉ từ 5,5 – 5,8 triệu/tháng Địa chỉ: Số 24, Ngách 69, Ngõ 57 Mễ Trì Hạ Lợi thế vị trí: Ngõ rộng, ô tô 7 chỗ vào tận cửa; khu dân trí cao, an ninh đảm bảo. Thông tin phòng Loại phòng: Studio có ban công riêng, thoáng sáng cả ngày Diện tích: 30m² Tòa nhà mới, sạch sẽ, tổng 17 phòng Nội thất đầy đủ tiện nghi Giường, tủ quần áo Tủ bếp, tủ lạnh Điều hòa, nóng lạnh, hút mùi WC khép kín Ban công riêng cho mỗi phòng Máy giặt chung (hoặc yêu cầu máy riêng nếu cần) Tiện ích xung quanh Gần chợ, gần trường Mầm non & Tiểu học Lomonoxop 5 phút đến sân Mỹ Đình Gần Keangnam, BV Hồng Ngọc, khu văn phòng – tiện di chuyển An ninh & Tòa nhà Khu dân cư an toàn, yên tĩnh Khóa vân tay – Giờ giấc tự do PCCC đạt chuẩn: báo cháy – báo khói từng phòng, cửa thép chống cháy Tầng 1 để xe rộng 100m² Chi phí các dịch vụ Điện: 3.800đ/số Nước: 30.000đ/m³ Wifi: 100.000đ/phòng Dịch vụ chung: 150.000đ/người (thang máy + điện hành lang + vệ sinh chung) ️ Lưu ý Không nuôi pet Không sử dụng bếp gas Hợp đồng tối thiểu 6 tháng, đóng 1 cọc 1 Liên hệ trực tiếp: 0962.533.799 (Zalo)","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
696776,"Thứ 2, 09:14 17/11/2025",Hà Nội,Quốc Oai,1.5,30.0,"Cho thuê phòng tại Liệp Tuyết, Quốc Oai, Hà Nội","Mình có phòng cho thuê gần CTY Sunhouse, bệnh viện Phụ sản, Nhi TW cơ sở 2 Phòng tại xã Liệp Tuyết, Quốc Oai, Hà Nội Giá chỉ 1.5 triệu/tháng LH chính chủ để trao đổi thêm","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
696642,"Thứ 7, 13:23 15/11/2025",Hà Nội,Cầu Giấy,4.0,60.0,"Cho thuê 1 phòng trong chung cư Năm Trung Yên, cầu giấy. 0987666635","Nữ. Chủ nhà chính chủ. Chung cư kdt Năm trung yên nhà 60m2, ở một phòng, còn thừa một phòng, cho 1 đến 2 bạn nữ thuê. Giá 4 triệu. Liên hệ 0987666635",
696658,"Thứ 7, 09:21 15/11/2025",Hà Nội,Cầu Giấy,3.0,25.0,"Cho thuê phòng trọ khép kín tại Cầu Giấy, HN","Địa chỉ: Ngõ 165 Cầu Giấy, ngách Diện tích: 22m² – Phòng khép kín, sạch sẽ, thoáng mát Tiện nghi có sẵn: ️ Điều hòa mát lạnh Nóng lạnh đầy đủ Có máy giặt chung cực tiện Để xe miễn phí Camera an ninh 24/7 – yên tâm tuyệt đối Vị trí siêu tiện: Gần trường, gần chợ, ra đường lớn nhanh – phù hợp sinh viên & người đi làm. ️ Chỉ việc xách vali đến ở luôn!","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
696616,"Thứ 7, 07:18 15/11/2025",Hà Nội,Nam Từ Liêm,2.3,22.0,"CHO THUÊ PHÒNG TRỌ ĐẸP GIÁ RẺ 2,3 TR ĐI BỘ RA FPT, ĐÔNG Á","CHO THUÊ PHÒNG TRỌ, NHÀ TRỌ ĐẸP GIÁ RẺ nhà 7 ngõ 324/121 Trịnh văn bô , Phường Xuân Phương, Quận Nam Từ Liêm. Giá từ 2,3 tr Đi bộ Cao Đẳng FPT, Đại học đông Á, Cao Đẳng Dược Hà Nội, Cao Đẳng Bách Nghệ Gần Đại Học Công Nghiệp, Thành Đô, Học Viện Tư Pháp, đại học Tài Nguyên Môi Trường, Cao Đẳng Bách Khoa, Cụm công nghiệp vừa và nhỏ từ Liêm ..... ️Nội thất: Giường tủ, đệm, điều hòa nóng lạnh, máy giặt chung,bếp nấu, chậu bếp ,.., khoá vân tay, Thang bộ ️Phí dịch vụ:Điện 4,0 k/1 số, Nước 120k/ 1ng ,Dịch vụ chung 150k / người ( wifi, máy giặt...) Xe free. Liên hệ: 0969153598 hoặc 0904525414","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
696580,"Thứ 6, 09:43 14/11/2025",Hà Nội,Thanh Trì,3.6,20.0,111 TRIỀU KHÚC - GÁC XÉP FULL NỘI THẤT - NGAY GẦN TRƯỜNG UTT,"Phòng trọ cho thuê tại Đường Triều Khúc, Xã Tân Triều, Thanh Trì, Hà Nội với diện tích 20m2, giá 3,6 triệu VND. Nội thất đầy đủ, bao gồm điều hòa, giường, tủ lạnh, tạo không gian sống thoải mái cho người thuê. Thời gian cho thuê linh hoạt, tối thiểu 1 năm, phù hợp cho những ai tìm kiếm chỗ ở lâu dài. Địa điểm tiện ích xung quanh: - Bệnh viện Bỏng Quốc Gia Lê Hữu Trác. - WinMart+. - Trường Mầm Non Thanh Xuân Bắc.","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
643033,"Thứ 5, 16:19 13/11/2025",Hà Nội,Hoàng Mai,2.5,30.0,"Cho thuê phòng trọ tại quận Hoàng Mai, giá 2,5 triệu/tháng, cách khu Bách Kinh Xây chỉ 4 km","Phòng trọ 53 ngách 299/62 đường Hoàng Mai, quận Hoàng Mai, Hà Nội. - Cách khi Bách Kinh Xây chỉ 4 km, gần Times City, bệnh viện Bạch Mai, chợ đầu mối phía Nam - Phòng ở 30m2, khu bếp + vệ sinh riêng, ban công thông thoáng, thoải mái phơi quần áo - Có điều hòa, máy giặt, bình nóng lạnh, giường, tủ - Giá: 2,5 triệu/tháng (ở 1 người), 3 triệu/tháng (ở 2 người) Giá cả có thể thỏa thuận",
696367,"Thứ 3, 20:26 11/11/2025",Hà Nội,Tây Hồ,3.5,35.0,Cho thuê phòng trọ Ngõ 15 An Dương Vương,"Ngõ 15 An Dương Vương, Phú Thượng - Tây Hồ Sẵn vào ở luôn GIẢM NGAY 200K Trống 1p tầng 3 Giá 3,5 tr Thang bộ diện tích 35m2 Điều Hòa, Nóng lạnh, Giường, Tủ quần áo, Máy giặt, Camera, Cổng vân tay ... Dịch vụ : Điện 4k/số Nước: 100k/người DVC: 150k/người (bao gồm: để xe, wifi, đèn điện chung, máy giặt, camera) Lưu ý: - Đóng 1 cọc 1. - Có nhận khách nước ngoài - Không PET - Có nhận XE ĐIỆN Hd tối thiểu 6 tháng Lh/zalo 0373559520","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
696361,"Thứ 3, 17:50 11/11/2025",Hà Nội,Hai Bà Trưng,5.0,35.0,"Cho hộ gia đình, sinh viên các trường HUBT, OU thuê phòng trong nhà 5 tầng","Cho hộ gia đình, sinh viên các trường HUBT, OU thuê phòng trong nhà 5 tầng Nhà 5 tầng mới xây, cách mặt đường chỉ gần 10m đặc biệt PCCC được thẩm định Miễn phí 2 xe (xin phép không nhận xe điện) LH để trao đổi thêm","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
696353,"Thứ 3, 16:44 11/11/2025",Hà Nội,Hai Bà Trưng,13.5,40.0," Địa chỉ : 24 Lê Quý Đôn - Hai Bà Trưng 
⏰ Trống : Tầng 3
—————————
 giá : 13.5tr","Địa chỉ : 24 Lê Quý Đôn - Hai Bà Trưng ⏰ Trống : Tầng 3 ————————— giá : 16tr Phòng : 3n1k Thang Máy Nội thất : Full nội thất Dịch vụ : Điện 4,5k/s, nước 120k/kh, mạng 150k/ph, DVC 250k/ng","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
590482,"Thứ 3, 16:23 11/11/2025",Hà Nội,Thanh Xuân,5.3,35.0,"Cho thuê 1N1K ngõ 111 triều khúc hoặc oto đi 286 Nguyễn Xiển, Full đồ, khép kín, ban công cửa sổ","Cho thuê căn 1N1K full đồ, có cửa sổ, ban công, khép kín tại ngõ 286 nguyễn xiển (cạnh ecogreen) hoặc đi ngõ 111 Triều Khúc. Đường oto đỗ cửa. Gần trường DH Công nghệ GTVT, DDH THĂNGLONG, ĐH NHÂNVĂN, ĐH HÀNỘI, Kiến Trúc, Nhạc Họa... Nội thất: Điều hoà, nóng lạnh, tủ lạnh, sofa, hệ tủ bàn bếp bồn rửa, quạt trần, máy giặt chung (có thể lắp riêng), gác cao 1.7m có đệm, tủ quần áo ️ Nhà lô góc cực thoáng mát, ban công cửa sổ rộng. Thang máy. Vân tay camera an ninh. PCCC đầy đủ an toàn. ️ Full đồ tiện nghi từ a-z, chỉ việc vào ở ️ Không chung chủ. Giờ thoải mái. Vệ sinh hàng tuần. CHÍNH CHỦ KHÔNG MẤT PHÍ. KHÔNG QUA TRUNG GIAN. ️ Lh 0877 828 666","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
637652,"Thứ 3, 16:23 11/11/2025",Hà Nội,Thanh Xuân,3.8,20.0,"Cho thuê phòng Full đồ ngay 138 Hạ Đình, gần DH Khoa học XH Nhân Văn, DH CNGTVT, DH Hà Nội","Chính chủ cho thuê phòng CCMN full đồ, khép kín tại số 02 ngõ 138 Hạ Đình, Thanh Xuân, Hà Nội - Gần ĐH Thăng Long, ĐH Công Nghệ Giao Thông Vận Tải, ĐH Nhân Văn, ĐH Hà Nội. - Nội thất: Điều hoà, nóng lạnh, máy giặt riêng, giường tủ quần áo, bàn phấn, tủ kệ, tivi. - Khu vực bếp chung: Có sẵn hệ tủ bàn bếp bồn rửa, tủ lạnh, bếp gas - Nhà lô góc cực thoáng mát, ban công cửa sổ rộng, thang máy, vân tay camera an ninh. - Full đồ tiện nghi từ a - z, chỉ việc vào ở. - Không chung chủ. Giờ thoải mái. - Vệ sinh hàng tuần. - Chính chủ không mất phí. Lh 0877 828 666","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
696269,"Thứ 3, 01:18 11/11/2025",Hà Nội,Cầu Giấy,1.3,15.0,"Nhượng phòng zá rẻ, an ninh cực tốt, gần ngã tư sở","CHỈNH CHỦ Mình nhượng lại phòng trọ giá rẻ bình dân cho sinh viên hoặc người đi làm bình dân Phòng dưới 15m2 phù hợp cho một người ở thoải mái, hoặc hai người Tiện nghi: - Mình vừa gián lại tường - Phòng có sẵn giường đôi, nhưng mình đang dùng giường tầng, nếu cần thì mình để lại giá hữu nghị nhé^^ - Phòng có sẵn bàn học + ghế cạnh cửa sổ riêng - Phòng có sẵn quạt cây - Phòng free WIFI - Khu trọ cực kỳ an ninh, yên tĩnh. - Rất gần Đạị Học: thuỷ lợi, GTVT, luật, lao động và xã hội, vvv - Điện 4k/số - Nước 100k/người - Cọc một tháng Bạn cần thuê thì gọi mình nhé, mô giới bỏ qua giúp mình ạ Thanks",
696108,"Chủ Nhật, 07:54 09/11/2025",Hà Nội,Đống Đa,4.5,23.0,Cho thuê phòng trọ sạch đẹp ở trung tâm Hà Nội,"Cho thuê phòng trọ trung tâm Hà Nội - Diện tích sử dụng: 23m2 - Gần mặt đường phố Tôn Đức Thắng; ô tô đi vào ngõ - Có sẵn giường, tủ, điều hòa, ti vi, máy giặt và sân phơi trên tầng thượng, tất cả đều mới tinh, chủ nhà mua để ở - Phòng mới, sạch, đẹp, gần chợ, trường học, siêu thị, Văn Miếu, Lăng Bác, Hồ Gươm.... - Thích hợp cho 1 hộ gia đình hoặc sinh viên đi học, người đi làm quanh các khu vực trung tâm Hà nội","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
696030,"Thứ 7, 00:06 08/11/2025",Hà Nội,Hoàng Mai,2.0,20.0,Hồ Đền Lừ - Nhà Nguyên Căn có phòng trọ cho thuê,"Hồ đền lừ, nhà nguyên căn còn : - Phòng cho 1-2-3 người - Có slot ghép cho cả nam và nữ - Phòng full dồ, sạch sẽ, có ban công, cửa sổ ko phí dịch vụ","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
695991,"Thứ 6, 13:48 07/11/2025",Hà Nội,Bắc Từ Liêm,3.3,23.0,CHO THUÊ PHÒNG TRỌ SIÊU ĐẸP TẠI NGÕ 43 CỔ NHUẾ!,"Bạn đang tìm kiếm một không gian sống thoải mái, tiện nghi và riêng tư? Đây chính là lựa chọn lý tưởng! • Vị trí: Ngõ 43 Cổ Nhuế, Hà Nội. Gần các tiện ích như chợ, siêu thị, trường học, và giao thông thuận tiện (gần đường Phạm Văn Đồng, dễ dàng di chuyển vào trung tâm thành phố). • Giá thuê: Chỉ 3.300.000 VNĐ/tháng (đã bao gồm nội thất cơ bản). • Tiện ích: Phòng khép kín đầy đủ nội thất: giường, tủ quần áo, bàn ghế, điều hòa, nóng lạnh, bếp nấu, WC riêng biệt. Không chung chủ, đảm bảo sự riêng tư tuyệt đối! • Diện tích: Khoảng 20-25m² (thoáng mát, sạch sẽ, mới xây). • Điều kiện: Điện nước giá dân, wifi tốc độ cao (chi phí riêng). Phù hợp cho sinh viên, nhân viên văn phòng hoặc cặp đôi trẻ. Phòng sẵn sàng dọn vào ngay! Ai quan tâm inbox hoặc gọi ngay cho mình nhé: Liên hệ: Hoàng Anh - SĐT: 0389 163 025","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
